source,source_system,source_module,record_id,record_number,record_type,record_subtype,record_category,record_status,opened_date,filed_date,issued_date,expiration_date,completed_date,closed_date,updated_date,event_date,event_date_type,first_observed_date,snapshot_date,last_observed_date,historical_reconstruction,temporal_evidence,description,work_description,address,street_number,street_name,city,state,postal_code,parcel_id,property_id,valuation,estimated_cost,owner_name,applicant_name,contractor_name,contractor_license,parent_record_number,related_record_numbers,latitude,longitude,source_url,retrieved_at,raw_source_file
City of Tampa,Accela Citizen Access,Building,acc-90040dc54aa4fbdf2597,BLDLP-26-009412,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-e13d724eb1035076e12d,BLDLP-26-009413,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-125ca3b0c561e78a6511,BLDLP-26-009414,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-fec06cf058c7e13e4a18,BLDLP-26-009415,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-7480d0ff31a0c17ce0ca,BLDLP-26-009416,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-e6d26677e2ed2adc56cc,BLDLP-26-009417,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-3322153dec1ef1a01222,BLDLP-26-009418,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-89edd7da254fded92cd0,BLDLP-26-009419,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-eb332a583d949744de8a,BLDLP-26-009420,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-2435ae5f9990db125744,BLDLP-26-009421,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-2bc532164adc3e16383c,BLDLP-26-009422,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-374ff658d61b7be0e779,BLDLP-26-009423,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-6732e1b281029bb96188,BLDLP-26-009424,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-617abb4c2d075f759e87,BLDLP-26-009425,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-a4eb4418866bc05a1c39,BLDLP-26-009426,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-ee809e52465c7ac2d567,BLDLP-26-009427,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-5e89ff859fd246befdd3,BLDLP-26-009428,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-a3047025d6ecfa4ef27d,BLDLP-26-009429,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-49117df1ecd8c667852f,BLDLP-26-009430,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-e281d232e4b57b06677b,BLDLP-26-009431,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-a47690df5b9da98def9c,BLDLP-26-009432,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-f406419ef2921884ba4e,BLDLP-26-009433,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-0ae55ba9601c35e652da,BLDLP-26-009434,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-3f1ef0ec926047e4eeed,BLDLP-26-009435,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-7cdf9464415808656253,BLDLP-26-009436,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-2abc8dd44cd2d79d6fc4,BLDLP-26-009437,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-1cd163b049d48c1b310d,BLDLP-26-009438,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-30da4f7040d29ea8e748,BLDLP-26-009439,Add Contractor License To a Record,,,Complete,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,,,,,,,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-7ca49dcef5372e5e224c,BTR-26-0631416,Residential Mechanical Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,2609 N 17th St T 33605,2609,N 17th St T 33605,,,33605,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-9017f71e94e5a8b18ae7,BTR-26-0631417,Residential Plumbing Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,5116 Sterling Manor Dr T 33647,5116,Sterling Manor Dr T 33647,,,33647,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-9324545f6eebec7a2b70,BTR-26-0631418,Residential Plumbing Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,505 E Sparkman Ave T 33602,505,E Sparkman Ave T 33602,,,33602,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-96be4337b184535b0157,BTR-26-0631419,Residential Building Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-02-27,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,5912 N Suwanee Ave T 33604,5912,N Suwanee Ave T 33604,,,33604,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-b16e25c23f81ca346a2c,BTR-26-0631420,Residential Mechanical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,2610 W Parkland Blvd T 33609,2610,W Parkland Blvd T 33609,,,33609,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-7e0135533076d874be04,BTR-26-0631421,Commercial Mechanical Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,17213 Heart Of Palms Dr T 33647,17213,Heart Of Palms Dr T 33647,,,17213,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-ae23a26c6eb89fd1df3c,BTR-26-0631422,Residential Electrical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,4208 E Cayuga St T 33610,4208,E Cayuga St T 33610,,,33610,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-aaa35781f528f26a4b90,BTR-26-0631423,Residential Plumbing Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,207 W Alva St T 33603,207,W Alva St T 33603,,,33603,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-288c5af902851946d4bf,BTR-26-0631424,Residential Electrical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,7402 S Elliott St T 33616,7402,S Elliott St T 33616,,,33616,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-f28e7035a011ac2bbddf,BTR-26-0631425,Residential Building Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,5210 Interbay Blvd 2 T 33611,5210,Interbay Blvd 2 T 33611,,,33611,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-f8abda035f330b27c6f1,BTR-26-0631426,Residential Mechanical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,441 Lucerne Ave T 33606,441,Lucerne Ave T 33606,,,33606,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-52fd28ce0877674dd9d3,BTR-26-0631427,Residential Roof Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,5104 N 37th St T 33610,5104,N 37th St T 33610,,,33610,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-d02d2418f2366588903d,BTR-26-0631428,Residential Roof Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,1213 Cuttingin Pl T 33612,1213,Cuttingin Pl T 33612,,,33612,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-b325b265c2ab197ea8ef,BTR-26-0631429,Residential Building Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,4606 W Longfellow Ave T 33629,4606,W Longfellow Ave T 33629,,,33629,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-5b008a9fd01b211241b4,BTR-26-0631430,Commercial Electrical Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,912 E Cumberland Ave T 33602,912,E Cumberland Ave T 33602,,,33602,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-52730e4eb08412c17317,BTR-26-0631431,Residential Building Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,3014 W Helen Ave T 33611,3014,W Helen Ave T 33611,,,33611,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-3129e7bdd3c650fc2032,BTR-26-0631432,Residential Roof Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-02-27,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,5703 N Miami Ave T 33604,5703,N Miami Ave T 33604,,,33604,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-3f04760bacea7a02695f,BTR-26-0631433,Residential Roof Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,1518 W Spruce St T 33607,1518,W Spruce St T 33607,,,33607,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-7ce9f3b3f930d5201fd5,BTR-26-0631434,Residential Plumbing Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,4409 Thonotosassa Ave T 33610,4409,Thonotosassa Ave T 33610,,,33610,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-cb3adaec143e242fe72e,BTR-26-0631435,Residential Mechanical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,1421 E Linebaugh Ave A T 33612,1421,E Linebaugh Ave A T 33612,,,33612,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-42681cdaacc270814850,BTR-26-0631436,Commercial Electrical Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,2413 Bayshore Blvd MSTR T 33629,2413,Bayshore Blvd MSTR T 33629,,,33629,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-eaf8ba36b5ca1a563a36,BTR-26-0631437,Residential Mechanical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,709 W West St T 33602,709,W West St T 33602,,,33602,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-67ee8628d3119d55d1ec,BTR-26-0631438,Residential Building Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,1414 Harbour Walk Rd T 33602,1414,Harbour Walk Rd T 33602,,,33602,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-410aa5efefc2630ed093,BTR-26-0631439,Commercial Mechanical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,7009 Interbay Blvd 101 T 33616,7009,Interbay Blvd 101 T 33616,,,33616,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-db2161e054035f890d3c,BTR-26-0631440,Residential Plumbing Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,906 E 15th Ave T 33605,906,E 15th Ave T 33605,,,33605,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-4be283e956402e16a099,BTR-26-0631441,Residential Mechanical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,8701 Tantallon Cir T 33647,8701,Tantallon Cir T 33647,,,33647,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-eb0bdee6599ae2a3a184,BTR-26-0631442,Residential Electrical Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,10102 Arbor Run Dr T 33647,10102,Arbor Run Dr T 33647,,,10102,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-31c67f926bf7bcd76e9a,BTR-26-0631443,Residential Building Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,2530 W Maryland Ave B T 33629,2530,W Maryland Ave B T 33629,,,33629,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
